company_name,company_number,company_type,company_status,sic_codes,industry_sector,incorporation_date,company_age_years,postcode,region,accounts_type,officer_count,active_officer_count,director_count,secretary_count,filing_count,recent_filing_days,annual_accounts_count,has_charges,charge_count,psc_count,has_website,has_https,prospect_score,priority_tier,ml_probability,score_industry,score_company_age,score_company_size,score_geography,score_web_presence,reason_industry,reason_company_age,reason_company_size,reason_geography,reason_web_presence
Beta Group,10798429,ltd,active,85320,Education,1999-12-04,26.2,IP1 7HU,Ipswich,total-exemption-full,7,2,2,0,69,306,23,False,0,4,False,False,67.25,Warm,,37.5,100.0,100.0,50.0,40.0,Education: lift ratio 0.66x,Optimal age: 26.2 years (target: 7-29),Optimal officers: 7; Good filing history: 69,Region: Ipswich,No website detected
Rapid Print,13894946,other,active,56210,Accommodation & Food,2025-05-27,0.7,PR1 7MH,Preston,total-exemption-full,4,2,2,0,7,338,0,False,0,3,False,False,67.23,Warm,,61.36,68.5,96.5,50.0,40.0,Accommodation & Food: lift ratio 1.07x,Young company: 0.7 years,Optimal officers: 4; Limited history: 7 filings,Region: Preston,No website detected
Green Group,04818263,private-limited-guarant-nsc,active,49410,Transportation,2010-06-05,15.7,WS1 9UU,West Midlands,total-exemption-full,3,1,1,1,63,134,15,True,4,4,False,False,67.22,Warm,,50.0,100.0,93.33,28.85,40.0,Unknown industry,Optimal age: 15.7 years (target: 7-29),Optimal officers: 3; Good filing history: 63; Has credit charges (established),Region: West Midlands,No website detected
Johnson & Davies Trading,12918474,other,active,94910,Other Services,2017-04-13,8.8,S1 9NP,Sheffield,total-exemption-small,2,1,1,0,29,342,8,False,0,2,False,False,67.17,Warm,,40.0,100.0,100.0,41.67,40.0,Other Services: lift ratio 0.70x,Optimal age: 8.8 years (target: 7-29),Optimal officers: 2; Good filing history: 29,Region: Sheffield,No website detected
Davies & Brown Properties,SC511704,ltd,active,43999,Construction,2026-01-21,0.0,EC2 1GH,London,micro-entity,2,1,1,0,2,71,0,False,0,3,True,True,67.12,Warm,,36.49,65.0,94.0,46.74,100.0,Construction: lift ratio 0.64x,Young company: 0.0 years,Optimal officers: 2; Limited history: 2 filings,Region: London,Has website with HTTPS
Evans & Williams Technologies,01915141,private-limited-guarant-nsc,active,62020,Information & Communication,1983-07-20,42.5,TQ1 9TX,Torquay,total-exemption-full,12,6,6,1,115,363,38,False,0,2,False,False,67.05,Warm,,54.17,86.5,90.0,50.0,40.0,Information & Communication: lift ratio 0.95x,Established: 42.5 years,Large org: 12 officers; Extensive history: 115 filings,Region: Torquay,No website detected
Walker & Evans Management,13290181,ltd,active,68201,Real Estate,1940-09-30,85.3,HD1 9WY,Huddersfield,total-exemption-full,19,11,2,0,175,60,58,True,4,2,False,False,66.98,Warm,,78.26,60.0,82.0,50.0,40.0,Real Estate: lift ratio 1.37x,Established: 85.3 years,Large org: 19 officers; Extensive history: 175 filings; Has credit charges (established),Region: Huddersfield,No website detected
Instant Limited,06341139,ltd,active,42210,Construction,2001-03-14,24.9,IP1 3KK,Ipswich,small,5,1,1,0,76,400,24,False,0,2,False,False,66.95,Warm,,36.49,100.0,100.0,50.0,40.0,Construction: lift ratio 0.64x,Optimal age: 24.9 years (target: 7-29),Optimal officers: 5; Good filing history: 76,Region: Ipswich,No website detected
Crown Partners,NI223014,ltd,active,53100,Transportation,2022-11-10,3.2,HD1 7HJ,Huddersfield,micro-entity,3,1,1,0,12,392,3,False,0,4,False,False,66.95,Warm,,50.0,81.0,99.0,50.0,40.0,Unknown industry,Young company: 3.2 years,Optimal officers: 3; Limited history: 12 filings,Region: Huddersfield,No website detected
Smith & Walker Construction,NI841870,ltd,active,43341,Construction,2008-07-29,17.5,NR1 9JW,Norwich,small,7,4,4,0,36,137,12,False,0,4,False,False,66.95,Warm,,36.49,100.0,100.0,50.0,40.0,Construction: lift ratio 0.64x,Optimal age: 17.5 years (target: 7-29),Optimal officers: 7; Good filing history: 36,Region: Norwich,No website detected
Apex & Co,SC563303,ltd,active,41202,Construction,2008-06-22,17.6,BT3 7US,Belfast,total-exemption-full,7,3,3,0,65,69,17,False,0,2,False,False,66.95,Warm,,36.49,100.0,100.0,50.0,40.0,Construction: lift ratio 0.64x,Optimal age: 17.6 years (target: 7-29),Optimal officers: 7; Good filing history: 65,Region: Belfast,No website detected
Express International,NI480992,ltd,active,43290,Construction,2018-11-08,7.2,WF1 7HC,Wakefield,total-exemption-full,1,1,1,1,20,37,6,False,0,2,False,False,66.75,Warm,,40.0,100.0,95.0,50.0,40.0,SIC 43290: high-value indicator,Optimal age: 7.2 years (target: 7-29),Small team: 1 officers; Good filing history: 20,Region: Wakefield,No website detected
Red LLP,10364062,ltd,active,94910,Other Services,2007-11-16,18.2,CF1 8XB,Cardiff,full,8,2,1,0,39,222,13,True,4,1,False,False,66.72,Warm,,40.0,100.0,92.67,55.56,40.0,Other Services: lift ratio 0.70x,Optimal age: 18.2 years (target: 7-29),Large org: 8 officers; Good filing history: 39; Has credit charges (established),Region: Cardiff,No website detected
Instant Group,03013003,ltd,active,90030,Arts & Entertainment,2022-10-14,3.3,SE10 1YC,London,total-exemption-full,4,1,1,0,8,13,2,False,0,4,True,True,66.65,Warm,,21.43,81.5,97.0,46.74,100.0,Arts & Entertainment: lift ratio 0.38x,Young company: 3.3 years,Optimal officers: 4; Limited history: 8 filings,Region: London,Has website with HTTPS
Premier Innovations,12122986,ltd,active,41202,Construction,2009-11-11,16.2,NW1 9GG,London,total-exemption-full,6,3,3,0,37,347,12,False,0,3,False,False,66.62,Warm,,36.49,100.0,100.0,46.74,40.0,Construction: lift ratio 0.64x,Optimal age: 16.2 years (target: 7-29),Optimal officers: 6; Good filing history: 37,Region: London,No website detected
Thompson & Walker Manufacturing,03784709,ltd,active,43999,Construction,2011-09-06,14.4,EC1A 5UM,London,total-exemption-full,2,1,1,0,36,325,12,False,0,2,False,False,66.62,Warm,,36.49,100.0,100.0,46.74,40.0,Construction: lift ratio 0.64x,Optimal age: 14.4 years (target: 7-29),Optimal officers: 2; Good filing history: 36,Region: London,No website detected
Davies & Roberts Associates,03240912,ltd,active,43210,Construction,2019-06-12,6.6,DH1 5NH,Durham,small,2,1,1,0,20,254,6,False,0,2,False,False,66.55,Warm,,36.49,98.0,100.0,50.0,40.0,Construction: lift ratio 0.64x,Young company: 6.6 years,Optimal officers: 2; Good filing history: 20,Region: Durham,No website detected
QNV Partners,11705092,ltd,active,96040,Other Services,1989-12-20,36.1,ME1 4MY,Kent,total-exemption-full,8,5,2,1,86,174,28,False,0,1,False,False,66.48,Warm,,40.0,92.9,99.0,51.47,40.0,Other Services: lift ratio 0.70x,Established: 36.1 years,Large org: 8 officers; Good filing history: 86,Region: Kent,No website detected
Info LLP,08311317,ltd,active,41100,Construction,2023-10-17,2.3,W1 2AF,London,total-exemption-full,5,2,2,0,4,330,1,False,0,2,True,False,66.48,Warm,,36.49,76.5,95.0,46.74,78.74,Construction: lift ratio 0.64x,Young company: 2.3 years,Optimal officers: 5; Limited history: 4 filings,Region: London,Has website
Urban Engineering,08303868,ltd,active,69102,Professional Services,1946-09-12,79.4,LA1 1BS,Lancashire,small,10,6,6,0,283,296,79,False,0,4,True,False,66.38,Warm,,52.73,60.0,92.0,37.5,78.74,Professional Services: lift ratio 0.92x,Established: 79.4 years,Large org: 10 officers; Extensive history: 283 filings,Region: Lancashire,Has website
Roberts & Roberts Management,06379867,ltd,active,86210,Health,2023-02-15,3.0,WN1 1HG,Wigan,small,4,1,1,0,9,131,2,False,0,3,False,False,66.38,Warm,,50.0,80.0,97.5,50.0,40.0,Unknown industry,Young company: 3.0 years,Optimal officers: 4; Limited history: 9 filings,Region: Wigan,No website detected
Brown & Smith Systems,01628491,ltd,active,99999,Other,2022-12-01,3.2,W1 6YR,London,total-exemption-full,2,1,1,1,10,145,3,False,0,4,False,False,66.37,Warm,,50.0,81.0,98.0,46.74,40.0,Unknown industry,Young company: 3.2 years,Optimal officers: 2; Limited history: 10 filings,Region: London,No website detected
Pro Resources,01234617,ltd,active,43110,Construction,2010-01-28,16.0,CF1 2KY,Cardiff,total-exemption-small,1,1,1,0,42,280,14,False,0,2,False,False,66.25,Warm,,36.49,100.0,95.0,55.56,40.0,Construction: lift ratio 0.64x,Optimal age: 16.0 years (target: 7-29),Small team: 1 officers; Good filing history: 42,Region: Cardiff,No website detected
AIY Technologies,09264542,ltd,active,42990,Construction,2020-09-04,5.4,B1 6XC,Birmingham,medium,5,1,1,0,16,333,5,False,0,2,False,False,65.9,Warm,,36.49,92.0,100.0,55.56,40.0,Construction: lift ratio 0.64x,Young company: 5.4 years,Optimal officers: 5; Good filing history: 16,Region: Birmingham,No website detected
Quantum Capital,05569064,plc,active,90010,Arts & Entertainment,2021-08-14,4.5,HD1 5US,Huddersfield,medium,6,2,1,0,20,272,4,False,0,1,True,False,65.74,Warm,,21.43,87.5,100.0,50.0,78.74,Arts & Entertainment: lift ratio 0.38x,Young company: 4.5 years,Optimal officers: 6; Good filing history: 20,Region: Huddersfield,Has website
Diamond Manufacturing,11149564,ltd,active,96090,Other Services,2019-10-14,6.3,SE1 9GP,London,micro-entity,1,1,1,0,23,286,6,False,0,1,False,False,65.72,Warm,,40.0,96.5,95.0,46.74,40.0,Other Services: lift ratio 0.70x,Young company: 6.3 years,Small team: 1 officers; Good filing history: 23,Region: London,No website detected
Diamond International,SC212024,ltd,active,41202,Construction,1996-12-15,29.1,LA1 7AN,Lancashire,total-exemption-full,3,1,1,1,82,48,27,False,0,2,False,False,65.68,Warm,,36.49,99.9,100.0,37.5,40.0,Construction: lift ratio 0.64x,Established: 29.1 years,Optimal officers: 3; Good filing history: 82,Region: Lancashire,No website detected
Urban Construction,15989342,ltd,active,96090,Other Services,2021-01-05,5.1,CW1 3MK,Cheshire,total-exemption-full,5,1,1,0,14,363,4,False,0,3,False,False,65.65,Warm,,40.0,90.5,100.0,45.45,40.0,Other Services: lift ratio 0.70x,Young company: 5.1 years,Optimal officers: 5; Good filing history: 14,Region: Cheshire,No website detected
Data Systems,06423634,ltd,active,99999,Other,1937-03-28,88.9,NR1 1FS,Norwich,total-exemption-full,15,7,3,0,195,69,65,False,0,4,True,False,65.56,Warm,,50.0,60.0,87.0,50.0,78.74,Unknown industry,Established: 88.9 years,Large org: 15 officers; Extensive history: 195 filings,Region: Norwich,Has website
Instant LLP,14409524,llp,active,88100,Health,2022-09-18,3.4,G1 3DD,Glasgow,small,5,2,2,0,14,226,3,False,0,4,False,False,65.53,Warm,,50.0,82.0,100.0,31.25,40.0,Unknown industry,Young company: 3.4 years,Optimal officers: 5; Good filing history: 14,Region: Glasgow,No website detected
CKA Manufacturing,SC570717,other,active,18130,Manufacturing,1975-10-22,50.3,NG1 5WS,Nottingham,total-exemption-full,13,6,6,0,167,205,50,False,0,2,False,False,65.44,Warm,,67.33,78.7,89.0,12.5,40.0,Manufacturing: lift ratio 1.18x,Established: 50.3 years,Large org: 13 officers; Extensive history: 167 filings,Region: Nottingham,No website detected
Crown LLP,11134325,ltd,active,43290,Construction,1996-11-01,29.3,M1 5MJ,Manchester,total-exemption-full,1,1,1,0,104,142,29,False,0,1,False,False,65.44,Warm,,40.0,99.7,90.0,50.0,40.0,SIC 43290: high-value indicator,Established: 29.3 years,Small team: 1 officers; Extensive history: 104 filings,Region: Manchester,No website detected
Cloud Ltd,04278387,ltd,active,78109,Administrative Services,2025-10-16,0.3,TF1 3HE,West Midlands,total-exemption-full,5,3,1,0,2,112,0,True,10,2,False,False,65.41,Warm,,69.64,66.5,89.33,28.85,40.0,Administrative Services: lift ratio 1.22x,Young company: 0.3 years,Optimal officers: 5; Limited history: 2 filings; Has credit charges (established),Region: West Midlands,No website detected
Net Group,07320122,ltd,active,43320,Construction,2020-05-15,5.7,HX1 2NA,Halifax,total-exemption-full,5,2,1,0,12,40,4,False,0,3,False,False,65.4,Warm,,36.49,93.5,99.0,50.0,40.0,Construction: lift ratio 0.64x,Young company: 5.7 years,Optimal officers: 5; Limited history: 12 filings,Region: Halifax,No website detected
CDF Communications,06326787,ltd,active,49320,Transportation,2023-08-03,2.5,SK1 1CG,Stockport,total-exemption-full,5,2,1,0,5,312,1,False,0,1,False,False,65.38,Warm,,50.0,77.5,95.5,50.0,40.0,Unknown industry,Young company: 2.5 years,Optimal officers: 5; Limited history: 5 filings,Region: Stockport,No website detected
XGA Marketing,13153401,ltd,active,14190,Manufacturing,1930-03-30,95.8,SE10 8WE,London,small,4,1,1,0,342,78,95,True,9,3,False,False,65.37,Warm,,67.33,60.0,90.0,46.74,40.0,Manufacturing: lift ratio 1.18x,Established: 95.8 years,Optimal officers: 4; Extensive history: 342 filings; Has credit charges (established),Region: London,No website detected
Elite Group,13298590,ltd,active,42990,Construction,2017-02-04,9.0,SE1 9YF,London,dormant,1,1,1,0,26,110,8,False,0,4,False,False,65.37,Warm,,36.49,100.0,95.0,46.74,40.0,Construction: lift ratio 0.64x,Optimal age: 9.0 years (target: 7-29),Small team: 1 officers; Good filing history: 26,Region: London,No website detected
Green Services,15564584,ltd,active,86220,Health,1981-04-04,44.8,MK1 2MN,Milton Keynes,total-exemption-small,2,1,1,0,129,364,43,True,7,4,False,False,65.34,Warm,,50.0,84.2,90.0,50.0,40.0,Unknown industry,Established: 44.8 years,Optimal officers: 2; Extensive history: 129 filings; Has credit charges (established),Region: Milton Keynes,No website detected
NQK Systems,02600296,ltd,active,90010,Arts & Entertainment,2022-11-20,3.2,EC2 2LK,London,total-exemption-full,1,1,1,0,8,104,2,False,0,2,True,True,65.3,Warm,,21.43,81.0,92.0,46.74,100.0,Arts & Entertainment: lift ratio 0.38x,Young company: 3.2 years,Small team: 1 officers; Limited history: 8 filings,Region: London,Has website with HTTPS
Roberts & Walker Solutions,11775003,ltd,active,74100,Professional Services,1941-10-01,84.3,WS1 9TK,West Midlands,small,11,8,8,0,206,220,68,False,0,4,True,False,65.27,Warm,,52.73,60.0,91.0,28.85,78.74,Professional Services: lift ratio 0.92x,Established: 84.3 years,Large org: 11 officers; Extensive history: 206 filings,Region: West Midlands,Has website
Titan Holdings,03442255,ltd,active,62020,Information & Communication,2024-07-05,1.6,BL1 6YU,Bolton,total-exemption-full,3,2,1,0,1,135,0,False,0,4,False,False,65.22,Warm,,54.17,73.0,93.5,50.0,40.0,Information & Communication: lift ratio 0.95x,Young company: 1.6 years,Optimal officers: 3; Limited history: 1 filings,Region: Bolton,No website detected
Williams & Taylor Properties,13758970,ltd,active,43220,Construction,2025-06-22,0.6,CB1 4AW,Cambridge,full,4,1,1,0,2,30,0,False,0,4,False,False,65.18,Warm,,66.67,68.0,94.0,20.83,40.0,SIC 43220: high-value indicator,Young company: 0.6 years,Optimal officers: 4; Limited history: 2 filings,Region: Cambridge,No website detected
Smith & Williams Creative,07293367,ltd,active,93110,Arts & Entertainment,2020-12-17,5.1,TQ1 3GE,Torquay,micro-entity,1,1,1,0,17,23,5,False,0,4,True,False,65.09,Warm,,21.43,90.5,95.0,50.0,78.74,Arts & Entertainment: lift ratio 0.38x,Young company: 5.1 years,Small team: 1 officers; Good filing history: 17,Region: Torquay,Has website
Core PLC,15055738,plc,active,43290,Construction,2015-05-14,10.7,CB1 4DR,Cambridge,total-exemption-full,4,1,1,1,37,215,10,False,0,1,False,False,65.08,Warm,,40.0,100.0,100.0,20.83,40.0,SIC 43290: high-value indicator,Optimal age: 10.7 years (target: 7-29),Optimal officers: 4; Good filing history: 37,Region: Cambridge,No website detected
CZW Properties,SC703950,ltd,active,93120,Arts & Entertainment,2022-04-30,3.8,SR1 9HH,Sunderland,small,3,2,2,1,13,317,3,False,0,1,True,False,64.91,Warm,,21.43,84.0,99.5,50.0,78.74,Arts & Entertainment: lift ratio 0.38x,Young company: 3.8 years,Optimal officers: 3; Limited history: 13 filings,Region: Sunderland,Has website
Peak Construction,03160763,ltd,active,96020,Other Services,2023-05-06,2.7,GU1 1NR,Surrey,total-exemption-full,2,1,1,0,6,57,2,False,0,3,False,False,64.84,Warm,,40.0,78.5,96.0,71.43,40.0,Other Services: lift ratio 0.70x,Young company: 2.7 years,Optimal officers: 2; Limited history: 6 filings,Region: Surrey,No website detected
IFA Manufacturing,05934928,ltd,active,41202,Construction,2017-05-06,8.7,RG1 1RA,Reading,micro-entity,1,1,1,0,34,73,8,True,4,4,False,False,64.45,Warm,,36.49,100.0,90.0,50.0,40.0,Construction: lift ratio 0.64x,Optimal age: 8.7 years (target: 7-29),Small team: 1 officers; Good filing history: 34; Has credit charges (established),Region: Reading,No website detected
Elite Group,11637969,ltd,active,42990,Construction,2021-05-28,4.7,CM1 9DF,Chelmsford,small,5,3,1,0,12,195,4,False,0,1,False,False,64.4,Warm,,36.49,88.5,99.0,50.0,40.0,Construction: lift ratio 0.64x,Young company: 4.7 years,Optimal officers: 5; Limited history: 12 filings,Region: Chelmsford,No website detected
Data Group,02934382,ltd,active,43210,Construction,1951-12-21,74.1,S1 9RX,Sheffield,small,13,6,6,0,183,274,61,False,0,2,True,True,64.36,Warm,,36.49,60.0,89.0,41.67,100.0,Construction: lift ratio 0.64x,Established: 74.1 years,Large org: 13 officers; Extensive history: 183 filings,Region: Sheffield,Has website with HTTPS
Williams & Davies Resources,10229601,ltd,active,94120,Other Services,2020-04-23,5.8,BS1 6RE,Bristol,small,2,1,1,1,20,23,5,False,0,4,False,False,64.07,Warm,,40.0,94.0,100.0,22.73,40.0,Other Services: lift ratio 0.70x,Young company: 5.8 years,Optimal officers: 2; Good filing history: 20,Region: Bristol,No website detected
Williams & Wilson Creative,04996784,ltd,active,43390,Construction,1988-10-11,37.3,BN1 6JV,Brighton,total-exemption-small,2,1,1,0,145,77,37,False,0,1,False,False,64.04,Warm,,36.49,91.7,95.0,50.0,40.0,Construction: lift ratio 0.64x,Established: 37.3 years,Optimal officers: 2; Extensive history: 145 filings,Region: Brighton,No website detected
JSB Print,01756566,ltd,active,90030,Arts & Entertainment,2023-12-04,2.2,HR1 2PM,West Midlands,total-exemption-full,2,1,1,1,10,272,2,False,0,1,True,True,64.01,Warm,,21.43,76.0,98.0,28.85,100.0,Arts & Entertainment: lift ratio 0.38x,Young company: 2.2 years,Optimal officers: 2; Limited history: 10 filings,Region: West Midlands,Has website with HTTPS
Central Communications,01917249,ltd,active,49320,Transportation,2024-10-27,1.3,EC1A 3GJ,London,total-exemption-full,4,2,1,0,3,363,1,False,0,2,False,False,63.6,Warm,,50.0,71.5,94.5,46.74,40.0,Unknown industry,Young company: 1.3 years,Optimal officers: 4; Limited history: 3 filings,Region: London,No website detected
Royal UK,12851746,ltd,active,49410,Transportation,2025-04-19,0.8,SY1 9PU,Shrewsbury,total-exemption-full,5,2,1,1,2,119,0,False,0,1,False,False,63.3,Warm,,50.0,69.0,94.0,50.0,40.0,Unknown industry,Young company: 0.8 years,Optimal officers: 5; Limited history: 2 filings,Region: Shrewsbury,No website detected
Alpha Ltd,02976835,ltd,active,93120,Arts & Entertainment,2018-06-12,7.6,TR1 7TP,Cornwall,full,6,4,1,0,19,276,6,True,10,1,False,False,63.26,Warm,,21.43,100.0,93.33,75.0,40.0,Arts & Entertainment: lift ratio 0.38x,Optimal age: 7.6 years (target: 7-29),Optimal officers: 6; Good filing history: 19; Has credit charges (established),Region: Cornwall (high-value area),No website detected
Blue Holdings,01749647,ltd,active,49410,Transportation,2024-08-24,1.4,CT1 7DD,Kent,total-exemption-small,1,1,1,0,5,223,1,False,0,4,False,False,63.17,Warm,,50.0,72.0,90.5,51.47,40.0,Unknown industry,Young company: 1.4 years,Small team: 1 officers; Limited history: 5 filings,Region: Kent,No website detected
Roberts & Taylor Manufacturing,02202646,llp,active,43120,Construction,2022-08-05,3.5,SE1 6YY,London,medium,6,2,1,0,12,323,3,False,0,3,False,False,62.87,Warm,,36.49,82.5,99.0,46.74,40.0,Construction: lift ratio 0.64x,Young company: 3.5 years,Optimal officers: 6; Limited history: 12 filings,Region: London,No website detected
Walker & Williams Engineering,07144765,ltd,active,43210,Construction,2020-04-29,5.8,WR1 2BM,West Midlands,total-exemption-small,1,1,1,0,22,274,5,False,0,1,False,False,62.38,Warm,,36.49,94.0,95.0,28.85,40.0,Construction: lift ratio 0.64x,Young company: 5.8 years,Small team: 1 officers; Good filing history: 22,Region: West Midlands,No website detected
Instant LLP,02677595,ltd,active,93130,Arts & Entertainment,2016-09-08,9.4,E1 8PL,London,medium,5,2,2,0,24,165,8,False,0,3,False,False,62.1,Warm,,21.43,100.0,100.0,46.74,40.0,Arts & Entertainment: lift ratio 0.38x,Optimal age: 9.4 years (target: 7-29),Optimal officers: 5; Good filing history: 24,Region: London,No website detected
Roberts & Brown Partners,15297449,ltd,active,64209,Finance,1936-04-20,89.8,TW1 8YM,Middlesex,small,11,6,3,0,186,211,62,False,0,2,False,False,62.0,Warm,,50.0,60.0,91.0,62.5,40.0,Unknown industry,Established: 89.8 years,Large org: 11 officers; Extensive history: 186 filings,Region: Middlesex,No website detected
Thomas & Thompson Print,NI117137,ltd,active,43210,Construction,2016-08-20,9.5,NG1 4LV,Nottingham,total-exemption-full,5,2,1,1,40,266,9,True,1,3,False,False,61.53,Warm,,36.49,100.0,93.33,12.5,40.0,Construction: lift ratio 0.64x,Optimal age: 9.5 years (target: 7-29),Optimal officers: 5; Good filing history: 40; Has credit charges (established),Region: Nottingham,No website detected
YRO Trading,15364893,ltd,active,88100,Health,1961-10-03,64.3,MK1 6AV,Milton Keynes,full,12,7,5,0,229,185,64,False,0,3,False,False,61.44,Warm,,50.0,64.7,90.0,50.0,40.0,Unknown industry,Established: 64.3 years,Large org: 12 officers; Extensive history: 229 filings,Region: Milton Keynes,No website detected
Red Group,10007502,ltd,active,94110,Other Services,2024-06-09,1.7,CO1 4TF,Colchester,small,4,1,1,0,1,105,0,False,0,3,False,False,61.08,Warm,,40.0,73.5,93.5,50.0,40.0,Other Services: lift ratio 0.70x,Young company: 1.7 years,Optimal officers: 4; Limited history: 1 filings,Region: Colchester,No website detected
Davies & Jones Services,03990511,ltd,active,43390,Construction,2023-10-29,2.3,WC1 4GV,London,total-exemption-full,5,3,1,1,7,92,2,False,0,3,False,False,61.04,Warm,,36.49,76.5,96.5,46.74,40.0,Construction: lift ratio 0.64x,Young company: 2.3 years,Optimal officers: 5; Limited history: 7 filings,Region: London,No website detected
Vertex International,05727345,ltd,active,94990,Other Services,2025-03-10,0.9,NN1 3WN,Northampton,micro-entity,3,1,1,0,6,205,0,False,0,4,False,False,60.9,Warm,,40.0,69.5,96.0,50.0,40.0,Other Services: lift ratio 0.70x,Young company: 0.9 years,Optimal officers: 3; Limited history: 6 filings,Region: Northampton,No website detected
UIN Enterprises,12915967,ltd,active,90010,Arts & Entertainment,2016-03-29,9.9,NW3 8PR,London,dormant,1,1,1,0,38,300,9,False,0,2,False,False,60.85,Warm,,21.43,100.0,95.0,46.74,40.0,Arts & Entertainment: lift ratio 0.38x,Optimal age: 9.9 years (target: 7-29),Small team: 1 officers; Good filing history: 38,Region: London,No website detected
DQR Services,10654693,private-limited-guarant-nsc,active,90030,Arts & Entertainment,2020-11-17,5.2,ME1 8RU,Kent,full,5,3,3,1,17,12,5,False,0,3,False,False,60.78,Warm,,21.43,91.0,100.0,51.47,40.0,Arts & Entertainment: lift ratio 0.38x,Young company: 5.2 years,Optimal officers: 5; Good filing history: 17,Region: Kent,No website detected
FLI Partners,09731393,ltd,active,49410,Transportation,1929-12-28,96.1,S1 2MC,Sheffield,total-exemption-full,8,6,3,1,342,22,96,False,0,4,False,False,60.67,Warm,,50.0,60.0,94.0,41.67,40.0,Unknown industry,Established: 96.1 years,Large org: 8 officers; Extensive history: 342 filings,Region: Sheffield,No website detected
Brown & Thompson Print,15723240,ltd,active,41201,Construction,2025-07-06,0.6,FY1 2EJ,Blackpool,small,5,2,2,0,1,330,0,False,0,1,False,False,58.92,Cool,,36.49,68.0,93.5,50.0,40.0,Construction: lift ratio 0.64x,Young company: 0.6 years,Optimal officers: 5; Limited history: 1 filings,Region: Blackpool,No website detected
MXY Development,10061856,ltd,active,43390,Construction,2025-09-23,0.4,PR1 2RJ,Preston,total-exemption-full,1,1,1,1,4,125,0,False,0,1,False,False,57.85,Cool,,36.49,67.0,90.0,50.0,40.0,Construction: lift ratio 0.64x,Young company: 0.4 years,Small team: 1 officers; Limited history: 4 filings,Region: Preston,No website detected
City Ltd,07108168,ltd,active,93130,Arts & Entertainment,1991-06-12,34.6,TF1 9KU,West Midlands,small,10,3,3,1,90,327,30,False,0,2,False,False,57.19,Cool,,21.43,94.4,92.0,28.85,40.0,Arts & Entertainment: lift ratio 0.38x,Established: 34.6 years,Large org: 10 officers; Extensive history: 90 filings,Region: West Midlands,No website detected
QEO Logistics,SC851043,ltd,active,90030,Arts & Entertainment,2025-08-12,0.5,KT1 2HY,Surrey,total-exemption-full,5,2,1,1,1,371,0,False,0,1,False,False,56.45,Cool,,21.43,67.5,93.5,71.43,40.0,Arts & Entertainment: lift ratio 0.38x,Young company: 0.5 years,Optimal officers: 5; Limited history: 1 filings,Region: Surrey,No website detected
